entity_id;state;last_updated
sensor.sm_g960f_battery_level;35;2023-01-16 17:10:43.982185
sensor.sm_g960f_battery_temperature;21.6;2023-01-16 17:10:43.983278
sensor.sm_g960f_battery_power;0.0;2023-01-16 17:10:43.984158
device_tracker.sm_g960f;not_home;2023-01-16 17:11:39.095546
device_tracker.sm_g960f;not_home;2023-01-16 17:11:44.200831
device_tracker.sm_g960f;not_home;2023-01-16 17:15:11.236050
device_tracker.sm_g960f;not_home;2023-01-16 17:18:46.534589
sensor.sm_g960f_battery_level;33;2023-01-16 17:25:45.901132
sensor.sm_g960f_battery_temperature;21.1;2023-01-16 17:25:45.902216
sensor.sm_g960f_battery_power;0.0;2023-01-16 17:25:45.903097
device_tracker.sm_g960f;not_home;2023-01-16 17:26:07.236448
device_tracker.sm_g960f;not_home;2023-01-16 17:31:04.533945
device_tracker.sm_g960f;not_home;2023-01-16 17:31:14.565605
sensor.sm_g960f_battery_level;30;2023-01-16 17:40:47.622707
sensor.sm_g960f_battery_temperature;21.6;2023-01-16 17:40:47.623795
sensor.sm_g960f_battery_power;0.0;2023-01-16 17:40:47.624705
device_tracker.sm_g960f;not_home;2023-01-16 17:48:28.227163
device_tracker.sm_g960f;not_home;2023-01-16 17:48:36.434320
device_tracker.sm_g960f;not_home;2023-01-16 17:48:45.264644
device_tracker.sm_g960f;not_home;2023-01-16 17:49:46.952919
sensor.sm_g960f_battery_level;28;2023-01-16 17:52:28.452526
sensor.sm_g960f_battery_temperature;21.4;2023-01-16 17:52:28.453611
sensor.sm_g960f_battery_power;0.0;2023-01-16 17:52:28.454490
sensor.sm_g960f_battery_temperature;21.8;2023-01-16 17:55:49.568306
sensor.sm_g960f_battery_power;0.0;2023-01-16 17:55:49.571427
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 1, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 17:55:49.574953
device_tracker.sm_g960f;not_home;2023-01-16 17:59:34.213805
device_tracker.sm_g960f;not_home;2023-01-16 17:59:42.562629
device_tracker.sm_g960f;not_home;2023-01-16 18:00:43.874858
device_tracker.sm_g960f;GYM Status;2023-01-16 18:01:46.556164
device_tracker.sm_g960f;GYM Status;2023-01-16 18:04:40.805083
device_tracker.sm_g960f;GYM Status;2023-01-16 18:05:41.064633
device_tracker.sm_g960f;GYM Status;2023-01-16 18:06:05.306101
device_tracker.sm_g960f;GYM Status;2023-01-16 18:08:42.066991
device_tracker.sm_g960f;GYM Status;2023-01-16 18:09:42.268880
sensor.sm_g960f_battery_level;26;2023-01-16 18:10:54.170884
sensor.sm_g960f_battery_temperature;22.0;2023-01-16 18:10:54.171937
sensor.sm_g960f_battery_power;0.0;2023-01-16 18:10:54.172821
device_tracker.sm_g960f;GYM Status;2023-01-16 18:10:56.469117
device_tracker.sm_g960f;GYM Status;2023-01-16 18:11:02.409098
device_tracker.sm_g960f;GYM Status;2023-01-16 18:11:10.739006
device_tracker.sm_g960f;GYM Status;2023-01-16 18:11:26.120105
device_tracker.sm_g960f;GYM Status;2023-01-16 18:12:26.320972
device_tracker.sm_g960f;GYM Status;2023-01-16 18:23:33.062345
device_tracker.sm_g960f;GYM Status;2023-01-16 18:24:32.960312
device_tracker.sm_g960f;GYM Status;2023-01-16 18:25:33.363702
sensor.sm_g960f_battery_level;24;2023-01-16 18:26:33.382676
sensor.sm_g960f_battery_power;0.0;2023-01-16 18:26:33.383737
sensor.sm_g960f_geocoded_location;Centro Comercial Barreiro, Av. Narciso Ferreira Lj. 11, 4760-105 Vila Nova de Famalicão, Portugal;2023-01-16 18:26:33.384568
device_tracker.sm_g960f;GYM Status;2023-01-16 18:27:04.812055
device_tracker.sm_g960f;GYM Status;2023-01-16 18:27:13.127683
device_tracker.sm_g960f;GYM Status;2023-01-16 18:27:23.135752
