entity_id,state,last_updated
sensor.sm_a336b_last_update_trigger,android.net.wifi.STATE_CHANGE,2023-01-27 08:02:18.979458
sensor.sm_a336b_light_sensor,129,2023-01-27 08:02:18.981285
device_tracker.sm_a336b,Cate Home,2023-01-27 08:07:40.812810
sensor.sm_a336b_app_memory,0.021,2023-01-27 08:14:34.907197
sensor.sm_a336b_battery_level,94,2023-01-27 08:14:34.909229
sensor.sm_a336b_battery_temperature,20.0,2023-01-27 08:14:34.913267
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:14:34.915255
sensor.sm_a336b_last_update_trigger,SensorWorker,2023-01-27 08:14:34.917040
sensor.sm_a336b_light_sensor,60,2023-01-27 08:14:34.921424
sensor.sm_a336b_total_rx_gb,44.222,2023-01-27 08:14:34.923320
sensor.sm_a336b_app_memory,0.016,2023-01-27 08:20:03.186536
sensor.sm_a336b_battery_level,97,2023-01-27 08:20:03.188538
sensor.sm_a336b_battery_temperature,19.0,2023-01-27 08:20:03.192048
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:20:03.193960
sensor.sm_a336b_last_used_app,com.sec.android.app.clockpackage,2023-01-27 08:20:03.195776
sensor.sm_a336b_last_update_trigger,android.intent.action.SCREEN_ON,2023-01-27 08:20:03.199952
sensor.sm_a336b_light_sensor,61,2023-01-27 08:20:03.201855
sensor.sm_a336b_wifi_link_speed,433,2023-01-27 08:20:03.203728
sensor.sm_a336b_active_notification_count,5,2023-01-27 08:20:03.205894
binary_sensor.sm_a336b_interactive,on,2023-01-27 08:20:03.207679
sensor.sm_a336b_app_memory,0.018,2023-01-27 08:20:17.879915
sensor.sm_a336b_battery_temperature,19.2,2023-01-27 08:20:17.881974
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:20:17.886204
sensor.sm_a336b_last_used_app,com.sec.android.app.launcher,2023-01-27 08:20:17.888046
sensor.sm_a336b_last_update_trigger,android.intent.action.SCREEN_OFF,2023-01-27 08:20:17.889899
sensor.sm_a336b_light_sensor,0,2023-01-27 08:20:17.891639
sensor.sm_a336b_active_notification_count,4,2023-01-27 08:20:17.893381
binary_sensor.sm_a336b_interactive,off,2023-01-27 08:20:17.895357
device_tracker.sm_a336b,Cate Home,2023-01-27 08:22:17.570120
sensor.sm_a336b_app_memory,0.02,2023-01-27 08:30:19.297768
sensor.sm_a336b_battery_level,100,2023-01-27 08:30:19.301227
sensor.sm_a336b_battery_state,full,2023-01-27 08:30:19.303118
sensor.sm_a336b_battery_temperature,18.0,2023-01-27 08:30:19.304970
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:30:19.308755
sensor.sm_a336b_last_update_trigger,SensorWorker,2023-01-27 08:30:19.310624
sensor.sm_a336b_active_notification_count,3,2023-01-27 08:30:19.312434
sensor.sm_a336b_app_rx_gb,0.0516,2023-01-27 08:32:20.049719
sensor.sm_a336b_app_memory,0.022,2023-01-27 08:32:20.051749
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:32:20.056367
sensor.sm_a336b_last_update_trigger,android.net.wifi.STATE_CHANGE,2023-01-27 08:32:20.058252
device_tracker.sm_a336b,Cate Home,2023-01-27 08:37:59.445522
sensor.sm_a336b_app_memory,0.024,2023-01-27 08:46:14.842389
sensor.sm_a336b_battery_temperature,15.7,2023-01-27 08:46:14.844443
sensor.sm_a336b_battery_power,0.0,2023-01-27 08:46:14.848695
sensor.sm_a336b_last_update_trigger,SensorWorker,2023-01-27 08:46:14.850594
sensor.sm_a336b_total_tx_gb,1.366,2023-01-27 08:46:14.855401
device_tracker.sm_a336b,Cate Home,2023-01-27 08:55:23.419328
device_tracker.sm_a336b,Cate Home,2023-01-27 08:57:04.884786
device_tracker.sm_a336b,Cate Home,2023-01-27 08:57:38.464936
sensor.sm_a336b_app_memory,0.014,2023-01-27 09:01:23.623125
sensor.sm_a336b_battery_temperature,15.0,2023-01-27 09:01:23.627575
sensor.sm_a336b_battery_power,0.0,2023-01-27 09:01:23.629610
sensor.sm_a336b_wifi_signal_strength,-54,2023-01-27 09:01:23.636272
sensor.sm_a336b_active_notification_count,2,2023-01-27 09:01:23.638211
sensor.sm_a336b_total_rx_gb,44.737,2023-01-27 09:01:23.640017
sensor.sm_a336b_total_tx_gb,1.371,2023-01-27 09:01:23.642089
device_tracker.sm_a336b,Cate Home,2023-01-27 09:02:19.511106
sensor.sm_a336b_app_memory,0.016,2023-01-27 09:02:21.092037
sensor.sm_a336b_battery_power,0.0,2023-01-27 09:02:21.096357
sensor.sm_a336b_last_update_trigger,android.net.wifi.STATE_CHANGE,2023-01-27 09:02:21.098359
sensor.sm_a336b_total_rx_gb,44.744,2023-01-27 09:02:21.100287
device_tracker.sm_a336b,Cate Home,2023-01-27 09:08:31.230466
