entity_id,state,last_updated
sensor.cph2371_app_memory,0.017,2023-01-27 05:58:51.711712
sensor.cph2371_battery_power,0.0,2023-01-27 05:58:51.713905
sensor.cph2371_app_memory,0.018,2023-01-27 06:00:01.638794
sensor.cph2371_battery_power,0.0,2023-01-27 06:00:01.640825
sensor.cph2371_app_memory,0.01,2023-01-27 06:00:02.462712
sensor.cph2371_battery_power,0.0,2023-01-27 06:00:02.464763
sensor.cph2371_screen_brightness,39,2023-01-27 06:00:02.466625
binary_sensor.cph2371_interactive,on,2023-01-27 06:00:02.470679
sensor.cph2371_app_memory,0.013,2023-01-27 06:00:12.700573
sensor.cph2371_battery_power,0.0,2023-01-27 06:00:12.703821
sensor.cph2371_last_update_trigger,android.intent.action.SCREEN_ON,2023-01-27 06:00:12.705792
sensor.cph2371_app_memory,0.015,2023-01-27 06:00:19.427222
sensor.cph2371_battery_power,0.0,2023-01-27 06:00:19.429432
sensor.cph2371_screen_brightness,1,2023-01-27 06:00:19.431280
sensor.cph2371_last_update_trigger,android.intent.action.SCREEN_OFF,2023-01-27 06:00:19.435864
binary_sensor.cph2371_interactive,off,2023-01-27 06:00:19.437761
sensor.cph2371_app_memory,0.016,2023-01-27 06:03:49.919109
sensor.cph2371_battery_temperature,19.3,2023-01-27 06:03:49.921162
sensor.cph2371_battery_power,0.0,2023-01-27 06:03:49.922984
sensor.cph2371_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 06:03:49.928048
sensor.cph2371_app_memory,0.018,2023-01-27 06:05:19.325693
sensor.cph2371_battery_power,0.0,2023-01-27 06:05:19.327802
sensor.cph2371_app_memory,0.014,2023-01-27 06:07:31.962827
sensor.cph2371_battery_power,0.0,2023-01-27 06:07:31.966014
sensor.cph2371_screen_brightness,39,2023-01-27 06:07:31.967951
sensor.cph2371_last_update_trigger,android.intent.action.SCREEN_ON,2023-01-27 06:07:31.969856
binary_sensor.cph2371_interactive,on,2023-01-27 06:07:31.975592
sensor.cph2371_light_sensor,4,2023-01-27 06:07:31.998611
sensor.cph2371_app_memory,0.015,2023-01-27 06:07:32.026639
sensor.cph2371_battery_power,0.0,2023-01-27 06:07:32.029886
sensor.cph2371_app_rx_gb,0.0033,2023-01-27 06:07:42.827596
sensor.cph2371_app_memory,0.02,2023-01-27 06:07:42.830979
sensor.cph2371_battery_power,0.0,2023-01-27 06:07:42.833020
sensor.cph2371_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 06:07:42.834832
sensor.cph2371_light_sensor,0,2023-01-27 06:07:42.838412
sensor.cph2371_app_memory,0.01,2023-01-27 06:07:42.906010
sensor.cph2371_battery_power,0.0,2023-01-27 06:07:42.909339
sensor.cph2371_app_memory,0.012,2023-01-27 06:07:42.994797
