entity_id,state,last_updated
sensor.cph2197_app_memory,0.016,2023-01-27 05:45:06.949490
sensor.cph2197_battery_temperature,17.8,2023-01-27 05:45:06.952947
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 05:45:06.956579
sensor.cph2197_app_memory,0.018,2023-01-27 05:49:07.199902
sensor.cph2197_app_memory,0.02,2023-01-27 05:50:07.176465
sensor.cph2197_battery_power,0.0,2023-01-27 05:50:07.179909
device_tracker.cph2197,home,2023-01-27 05:54:36.921677
sensor.cph2197_app_memory,0.016,2023-01-27 05:54:37.681256
sensor.cph2197_battery_temperature,17.9,2023-01-27 05:54:37.683301
sensor.cph2197_battery_power,0.0,2023-01-27 05:54:37.687053
sensor.cph2197_last_update_trigger,SensorWorker,2023-01-27 05:54:37.688856
sensor.cph2197_app_memory,0.019,2023-01-27 05:55:37.055734
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 05:55:37.062464
sensor.cph2197_app_tx_gb,0.0015,2023-01-27 05:55:38.907605
sensor.cph2197_app_memory,0.011,2023-01-27 05:55:38.910853
sensor.cph2197_last_update_trigger,android.app.action.INTERRUPTION_FILTER_CHANGED,2023-01-27 05:55:38.914448
sensor.cph2197_app_memory,0.012,2023-01-27 05:55:38.943253
sensor.cph2197_app_rx_gb,0.0034,2023-01-27 05:56:35.127885
sensor.cph2197_app_memory,0.019,2023-01-27 05:56:35.129978
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 05:56:35.135219
sensor.cph2197_total_rx_gb,1.8,2023-01-27 05:56:35.140178
sensor.cph2197_app_memory,0.014,2023-01-27 05:56:36.291450
sensor.cph2197_last_update_trigger,android.net.wifi.STATE_CHANGE,2023-01-27 05:56:36.295146
sensor.cph2197_app_memory,0.016,2023-01-27 05:59:22.295147
sensor.cph2197_battery_power,0.0,2023-01-27 05:59:22.298703
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 05:59:22.300719
sensor.cph2197_app_memory,0.018,2023-01-27 06:00:37.849799
sensor.cph2197_app_memory,0.01,2023-01-27 06:02:24.247292
sensor.cph2197_battery_power,0.0,2023-01-27 06:02:24.250788
